     beta1    lambda1      beta2    lambda2     gamma1         K1         h1     gamma2         K2         h2
    1.0692    -1.6542     1.9709    -1.6037    -1.0158     0.7344     0.2688   -11.5814     2.1232     0.3251
    1.0624    -1.6551     1.9591    -1.6164    -1.0038     0.7275     0.2753   -15.8338     2.1223     0.3286
    1.0484    -1.6635     1.9715    -1.5934    -1.0005     0.7121     0.2647   -16.8834     2.1477     0.3461
    1.0548    -1.6596     1.9716    -1.5957    -1.0031     0.7160     0.2646   -16.7857     2.1431     0.3406
    1.0440    -1.6667     1.9653    -1.6044    -0.9987     0.7116     0.2736   -11.9488     2.1375     0.3354
    1.4176    -1.6474     2.0073    -1.5126   -15.6665     1.3007    -0.0577    -1.4477     2.2095     0.4771
    1.0600    -1.6607     1.9667    -1.6071    -1.0131     0.7284     0.2718   -16.9650     2.1240     0.3266
    1.0607    -1.6540     1.9739    -1.5903    -1.0137     0.7184     0.2632   -12.7402     2.1440     0.3439
    1.0680    -1.6515     1.9712    -1.5985    -1.0141     0.7276     0.2630   -10.9127     2.1352     0.3331
    1.2173    -1.6694     2.0072    -1.5135   -12.0126     0.9279     0.0813   -16.9524     2.1697     0.3420
    1.0564    -1.6649     1.9651    -1.6097    -1.0138     0.7305     0.2723   -14.5297     2.1211     0.3255
    1.0482    -1.6692     1.9761    -1.5869    -1.0160     0.7176     0.2626   -11.3539     2.1481     0.3440
    1.0585    -1.6610     1.9805    -1.5740    -1.0327     0.7186     0.2454   -16.8976     2.1646     0.3603
    1.0483    -1.6678     1.9704    -1.5927    -1.0171     0.7194     0.2603   -14.1383     2.1463     0.3439
    1.0679    -1.6568     1.9641    -1.6093    -1.0199     0.7375     0.2665   -16.9050     2.1231     0.3281
    1.0463    -1.6749     1.9743    -1.5866    -1.0304     0.7258     0.2581   -11.4344     2.1464     0.3454
    1.0599    -1.6583     1.9816    -1.5745    -1.0348     0.7206     0.2490   -16.9556     2.1567     0.3552
    1.0754    -1.6542     1.9738    -1.5920    -1.0346     0.7413     0.2576   -13.1672     2.1351     0.3394
    1.0517    -1.6617     1.9673    -1.6021    -0.9998     0.7170     0.2708   -21.3984     2.1373     0.3385
    1.0438    -1.6694     1.9773    -1.5861    -1.0163     0.7148     0.2698   -13.7338     2.1426     0.3426
    1.0458    -1.6616     1.9654    -1.6078    -0.9864     0.7113     0.2784   -16.9726     2.1321     0.3337
    1.0509    -1.6585     1.9650    -1.6051    -0.9901     0.7096     0.2714   -11.2375     2.1417     0.3375
    1.0621    -1.6593     1.9775    -1.5851    -1.0270     0.7275     0.2567   -11.7491     2.1450     0.3440
    1.0563    -1.6596     1.9825    -1.5729    -1.0288     0.7131     0.2502   -13.0183     2.1631     0.3562
    1.0617    -1.6542     1.9677    -1.6018    -1.0072     0.7212     0.2672   -16.9131     2.1364     0.3356
    1.0615    -1.6538     1.9726    -1.5927    -1.0103     0.7199     0.2637   -16.9588     2.1435     0.3432
    1.0516    -1.6696     1.9735    -1.5889    -1.0231     0.7257     0.2559   -12.1257     2.1473     0.3459
    1.0398    -1.6751     1.9478    -1.6243    -0.9968     0.7216     0.2706   -19.6309     2.1330     0.3360
    1.0515    -1.6633     1.9690    -1.5991    -1.0099     0.7154     0.2665   -11.7580     2.1384     0.3355
    1.2358    -1.6616     2.0176    -1.5020   -10.4547     0.9630     0.0285   -14.7162     2.2111     0.4006
    1.0495    -1.6577     1.9717    -1.5944    -0.9951     0.7073     0.2721   -16.9642     2.1448     0.3439
    1.0535    -1.6645     1.9643    -1.6041    -1.0113     0.7233     0.2662   -15.0674     2.1364     0.3370
    1.2363    -1.6415     2.0024    -1.5168   -13.6112     0.9236     0.0528   -16.9742     2.1994     0.3844
    1.0456    -1.6643     1.9679    -1.5966    -1.0023     0.7053     0.2694   -16.9435     2.1495     0.3419
    1.0726    -1.6510     1.9669    -1.6174    -1.0141     0.7415     0.2774   -13.6823     2.1004     0.3116
    1.0469    -1.6587     1.9590    -1.6077    -0.9929     0.7048     0.2692   -11.6186     2.1461     0.3406
    1.0584    -1.6605     1.9831    -1.5741    -1.0350     0.7225     0.2515   -16.9580     2.1543     0.3518
    1.0709    -1.6499     1.9643    -1.6157    -1.0040     0.7342     0.2751   -11.6179     2.1143     0.3227
    1.2830    -1.5970     2.0113    -1.5076   -12.7381     0.9368     0.0303   -16.9412     2.2164     0.4004
    1.0502    -1.6625     1.9680    -1.5965    -1.0089     0.7132     0.2647   -12.5141     2.1462     0.3419
    1.0609    -1.6581     1.9692    -1.6007    -1.0116     0.7278     0.2658   -12.7328     2.1333     0.3348
    1.0569    -1.6590     1.9641    -1.6053    -1.0077     0.7215     0.2680   -11.2473     2.1354     0.3357
    1.0548    -1.6649     1.9781    -1.5778    -1.0277     0.7211     0.2480   -16.9598     2.1611     0.3596
    1.0515    -1.6598     1.9712    -1.5930    -1.0080     0.7143     0.2632   -16.9726     2.1454     0.3441
    1.0674    -1.6548     1.9682    -1.6028    -1.0189     0.7299     0.2669   -16.9454     2.1307     0.3292
    1.0546    -1.6673     1.9685    -1.5958    -1.0233     0.7295     0.2590   -16.9534     2.1414     0.3423
    1.0757    -1.6536     1.9679    -1.6171    -1.0181     0.7430     0.2798   -16.9830     2.1010     0.3105
    1.0716    -1.6529     1.9711    -1.6020    -1.0166     0.7364     0.2690   -11.4116     2.1243     0.3297
    1.2465    -1.6690     2.0198    -1.4992    -9.3557     0.9999     0.0215   -16.8038     2.2079     0.4072
    1.0552    -1.6617     1.9726    -1.5933    -1.0121     0.7212     0.2637   -18.8901     2.1418     0.3416
    1.0577    -1.6607     1.9654    -1.6028    -1.0100     0.7252     0.2640   -16.8909     2.1379     0.3386
    1.0639    -1.6579     1.9716    -1.5985    -1.0171     0.7278     0.2672   -11.9358     2.1326     0.3316
    1.0617    -1.6552     1.9661    -1.6105    -1.0004     0.7279     0.2732   -11.3258     2.1223     0.3264
    1.2311    -1.6441     2.0069    -1.5122   -16.2557     0.9242     0.0418   -11.7682     2.2092     0.3994
    1.0678    -1.6541     1.9680    -1.5993    -1.0163     0.7302     0.2629   -16.6975     2.1371     0.3406
    1.2304    -1.6327     2.0095    -1.5103   -12.0396     0.9004     0.0545   -16.9382     2.2022     0.3795
    1.0614    -1.6558     1.9689    -1.6031    -1.0080     0.7242     0.2684   -16.8685     2.1313     0.3299
    1.2571    -1.6493     2.0079    -1.5122   -13.4452     0.9836     0.0184   -16.9690     2.2133     0.4060
    1.0488    -1.6657     1.9712    -1.5957    -1.0055     0.7185     0.2657   -16.8530     2.1409     0.3416
    1.0576    -1.6554     1.9599    -1.6204    -0.9860     0.7225     0.2792   -16.9644     2.1198     0.3250
    1.0494    -1.6630     1.9711    -1.5919    -1.0090     0.7096     0.2661   -16.9528     2.1502     0.3448
    1.0517    -1.6662     1.9743    -1.5856    -1.0219     0.7197     0.2570   -14.9496     2.1523     0.3508
    1.0322    -1.6891     1.9738    -1.5897    -1.0251     0.7259     0.2636   -17.6942     2.1413     0.3425
    1.0763    -1.6512     1.9737    -1.5948    -1.0273     0.7406     0.2587   -14.9626     2.1325     0.3361
    1.0543    -1.6612     1.9722    -1.5964    -1.0085     0.7199     0.2688   -11.9655     2.1359     0.3366
    1.2118    -1.6298     2.0092    -1.5103   -12.4194     0.8633     0.0573   -11.8534     2.2107     0.3889
    1.0635    -1.6556     1.9600    -1.6317    -0.9955     0.7326     0.2879   -13.2038     2.0939     0.3048
    1.0780    -1.6515     1.9689    -1.5986    -1.0348     0.7428     0.2571   -16.9458     2.1324     0.3353
    1.2440    -1.6265     1.9986    -1.5211   -11.5179     0.9162     0.0573   -12.4663     2.1972     0.3751
    1.0519    -1.6694     1.9658    -1.6079    -1.0111     0.7306     0.2710   -11.2763     2.1250     0.3291
    1.0641    -1.6545     1.9694    -1.6016    -1.0122     0.7260     0.2664   -16.9586     2.1318     0.3311
    1.0772    -1.6467     1.9738    -1.5967    -1.0242     0.7364     0.2661   -11.8079     2.1265     0.3321
    1.0595    -1.6617     1.9683    -1.6056    -1.0132     0.7320     0.2699   -12.2580     2.1228     0.3286
    1.0587    -1.6578     1.9681    -1.6001    -1.0132     0.7242     0.2664   -16.7241     2.1347     0.3369
    1.0564    -1.6600     1.9749    -1.5888    -1.0163     0.7199     0.2629   -12.8046     2.1446     0.3440
    1.0498    -1.6720     1.9752    -1.5822    -1.0286     0.7244     0.2497   -11.6421     2.1574     0.3562
    1.2082    -1.6581     2.0032    -1.5161   -12.8462     0.9030     0.0721   -16.5468     2.1861     0.3623
    1.0491    -1.6659     1.9688    -1.5962    -1.0100     0.7190     0.2634   -14.0862     2.1438     0.3439
    1.0538    -1.6553     1.9639    -1.6154    -0.9880     0.7154     0.2839   -13.3418     2.1188     0.3228
    1.0649    -1.6598     1.9679    -1.6093    -1.0122     0.7369     0.2725   -16.8333     2.1182     0.3245
    1.0608    -1.6536     1.9661    -1.6053    -1.0015     0.7205     0.2699   -16.9221     2.1335     0.3338
    1.0587    -1.6596     1.9715    -1.5960    -1.0149     0.7248     0.2641   -14.7898     2.1373     0.3379
    1.0844    -1.6454     1.9668    -1.6170    -1.0212     0.7475     0.2764   -11.4312     2.1011     0.3122
    1.0505    -1.6689     1.9715    -1.5949    -1.0152     0.7268     0.2639   -16.9257     2.1385     0.3405
    1.0645    -1.6559     1.9651    -1.6105    -1.0042     0.7321     0.2725   -15.6366     2.1229     0.3294
    1.0524    -1.6643     1.9673    -1.5996    -1.0147     0.7194     0.2649   -16.6303     2.1386     0.3375
    1.0600    -1.6556     1.9619    -1.6163    -0.9992     0.7262     0.2755   -16.9673     2.1200     0.3225
    1.0678    -1.6577     1.9734    -1.5938    -1.0287     0.7357     0.2605   -16.9200     2.1332     0.3358
    1.0506    -1.6634     1.9647    -1.6061    -1.0061     0.7175     0.2706   -16.9318     2.1323     0.3329
    1.0758    -1.6501     1.9684    -1.6018    -1.0247     0.7375     0.2650   -16.9623     2.1275     0.3327
    1.2985    -1.6274     2.0111    -1.5093   -16.6854     1.0083     0.0440   -15.7737     2.1857     0.3701
    1.0600    -1.6587     1.9769    -1.5870    -1.0193     0.7236     0.2596   -18.3647     2.1446     0.3420
    1.0518    -1.6663     1.9617    -1.6146    -0.9986     0.7259     0.2769   -16.8812     2.1237     0.3282
    1.0586    -1.6604     1.9754    -1.5925    -1.0190     0.7264     0.2684   -16.9437     2.1332     0.3356
    1.0569    -1.6619     1.9668    -1.6051    -1.0121     0.7256     0.2707   -16.8470     2.1284     0.3304
    1.0514    -1.6641     1.9716    -1.5979    -1.0123     0.7171     0.2686   -16.9595     2.1347     0.3313
    1.0533    -1.6594     1.9626    -1.6182    -0.9913     0.7210     0.2823   -16.4057     2.1152     0.3216
    1.0620    -1.6556     1.9684    -1.6012    -1.0133     0.7249     0.2651   -16.7794     2.1338     0.3332
    1.0573    -1.6616     1.9585    -1.6262    -1.0004     0.7302     0.2836   -13.4468     2.1054     0.3135
    1.0504    -1.6549     1.9675    -1.6009    -0.9895     0.7047     0.2709   -11.9449     2.1431     0.3394
    1.2299    -1.6570     2.0210    -1.4982   -13.8496     0.9463     0.0338   -15.6902     2.2101     0.4024
    1.0499    -1.6736     1.9820    -1.5739    -1.0401     0.7275     0.2485   -14.1531     2.1566     0.3561
    1.0714    -1.6549     1.9696    -1.6007    -1.0272     0.7389     0.2630   -16.9480     2.1276     0.3307
    1.0541    -1.6645     1.9822    -1.5745    -1.0313     0.7174     0.2508   -11.3656     2.1594     0.3527
    1.0628    -1.6598     1.9758    -1.5917    -1.0283     0.7303     0.2639   -14.3048     2.1341     0.3312
    1.0580    -1.6555     1.9696    -1.6013    -1.0010     0.7205     0.2715   -16.9402     2.1326     0.3350
    1.0559    -1.6578     1.9629    -1.6181    -0.9932     0.7226     0.2808   -13.1809     2.1160     0.3189
    1.0605    -1.6627     1.9811    -1.5749    -1.0397     0.7269     0.2474   -11.9801     2.1568     0.3546
    1.0455    -1.6703     1.9679    -1.6026    -1.0032     0.7206     0.2723   -16.9540     2.1339     0.3359
    1.0663    -1.6600     1.9693    -1.5994    -1.0270     0.7367     0.2631   -14.3357     2.1314     0.3337
    1.0690    -1.6516     1.9656    -1.6213    -1.0021     0.7364     0.2817   -16.9438     2.1008     0.3112
    1.2040    -1.6926     2.0092    -1.5102   -10.7957     0.9662     0.0131   -16.6508     2.2209     0.4190
    1.0571    -1.6648     1.9789    -1.5785    -1.0356     0.7271     0.2493   -16.9673     2.1535     0.3545
    1.2033    -1.6664     2.0035    -1.5152   -11.8852     0.8960     0.0940   -15.1993     2.1732     0.3471
    1.0633    -1.6589     1.9684    -1.6043    -1.0215     0.7328     0.2683   -16.9491     2.1246     0.3250
    1.0560    -1.6654     1.9826    -1.5737    -1.0369     0.7235     0.2485   -11.3610     2.1566     0.3555
    1.0557    -1.6589     1.9664    -1.6075    -1.0012     0.7227     0.2726   -16.9749     2.1271     0.3296
    1.0563    -1.6582     1.9710    -1.5923    -1.0094     0.7156     0.2611   -13.1505     2.1503     0.3459
    1.0649    -1.6561     1.9769    -1.5851    -1.0303     0.7260     0.2560   -14.2665     2.1468     0.3420
    1.0475    -1.6656     1.9726    -1.5936    -1.0043     0.7156     0.2684   -16.9084     2.1419     0.3420
    1.0629    -1.6613     1.9632    -1.6145    -1.0123     0.7368     0.2707   -11.5620     2.1174     0.3235
    1.0552    -1.6613     1.9709    -1.5920    -1.0154     0.7200     0.2624   -12.3360     2.1467     0.3468
    1.0432    -1.6632     1.9723    -1.5958    -0.9949     0.7047     0.2737   -13.4012     2.1416     0.3373
    1.0568    -1.6587     1.9627    -1.6062    -1.0091     0.7216     0.2679   -11.8505     2.1357     0.3361
    1.0507    -1.6569     1.9655    -1.6039    -0.9904     0.7079     0.2724   -11.3123     2.1417     0.3373
    1.0609    -1.6538     1.9657    -1.5987    -1.0135     0.7183     0.2625   -16.9330     2.1445     0.3436
    1.0618    -1.6580     1.9669    -1.5981    -1.0197     0.7267     0.2587   -11.7433     2.1418     0.3422
    1.0625    -1.6572     1.9748    -1.5899    -1.0157     0.7262     0.2602   -13.7156     2.1432     0.3442
    1.0718    -1.6549     1.9730    -1.5943    -1.0298     0.7383     0.2619   -16.9437     2.1317     0.3366
    1.0489    -1.6648     1.9657    -1.6023    -1.0069     0.7158     0.2675   -16.9717     2.1399     0.3356
    1.0786    -1.6470     1.9620    -1.6288    -1.0044     0.7396     0.2868   -13.9192     2.0939     0.3056
    1.0519    -1.6621     1.9673    -1.5984    -1.0088     0.7179     0.2647   -16.6440     2.1428     0.3422
    1.0529    -1.6584     1.9736    -1.5913    -1.0040     0.7147     0.2658   -16.9367     2.1445     0.3452
    1.0427    -1.6717     1.9644    -1.5977    -1.0143     0.7131     0.2612   -16.8924     2.1497     0.3471
    1.0550    -1.6605     1.9724    -1.5914    -1.0149     0.7197     0.2612   -16.9103     2.1457     0.3431
    1.2261    -1.6557     2.0051    -1.5135   -12.6977     0.9273     0.0598   -16.9449     2.1955     0.3780
    1.0851    -1.6460     1.9664    -1.6174    -1.0153     0.7478     0.2737   -12.5652     2.1066     0.3149
    1.0522    -1.6607     1.9601    -1.6132    -0.9935     0.7191     0.2744   -14.9533     2.1313     0.3344
    1.0517    -1.6601     1.9602    -1.6150    -0.9928     0.7176     0.2754   -11.2415     2.1272     0.3300
    1.0513    -1.6603     1.9638    -1.6049    -0.9983     0.7135     0.2697   -16.9313     2.1409     0.3383
    1.0470    -1.6638     1.9764    -1.5870    -1.0060     0.7090     0.2665   -16.9431     2.1484     0.3445
    1.0702    -1.6553     1.9672    -1.6042    -1.0246     0.7355     0.2647   -16.9359     2.1267     0.3297
    1.0585    -1.6589     1.9595    -1.6139    -1.0055     0.7274     0.2701   -19.1837     2.1276     0.3300
    1.2260    -1.6637     2.0030    -1.5168   -19.7000     0.9427     0.0455   -16.8329     2.2001     0.3898
    1.0548    -1.6665     1.9775    -1.5820    -1.0315     0.7272     0.2535   -16.4854     2.1494     0.3499
    1.0732    -1.6514     1.9708    -1.6027    -1.0166     0.7360     0.2677   -17.2303     2.1248     0.3292
    1.0607    -1.6558     1.9647    -1.6067    -1.0044     0.7257     0.2682   -11.9256     2.1317     0.3349
    1.0503    -1.6658     1.9631    -1.6079    -1.0050     0.7239     0.2711   -11.7798     2.1308     0.3352
    1.0611    -1.6609     1.9644    -1.6171    -1.0047     0.7329     0.2771   -10.8728     2.1128     0.3178
    1.0466    -1.6656     1.9632    -1.6097    -0.9931     0.7158     0.2738   -11.6753     2.1330     0.3330
    1.0546    -1.6596     1.9664    -1.6019    -1.0114     0.7205     0.2682   -14.5834     2.1345     0.3359
    1.0725    -1.6549     1.9715    -1.5944    -1.0338     0.7393     0.2582   -16.9583     2.1342     0.3379
    1.0490    -1.6635     1.9582    -1.6104    -0.9976     0.7152     0.2672   -12.3559     2.1418     0.3405
    1.0809    -1.6458     1.9632    -1.6201    -1.0109     0.7448     0.2749   -13.5827     2.1054     0.3171
    1.0533    -1.6677     1.9686    -1.6026    -1.0153     0.7288     0.2699   -16.7677     2.1287     0.3308
    1.0869    -1.6462     1.9675    -1.6151    -1.0240     0.7487     0.2750   -12.6602     2.1043     0.3138
    1.0489    -1.6631     1.9669    -1.6001    -1.0005     0.7141     0.2675   -16.9455     2.1427     0.3426
    1.0565    -1.6567     1.9651    -1.6089    -0.9972     0.7210     0.2738   -16.9641     2.1284     0.3298
    1.0539    -1.6640     1.9798    -1.5759    -1.0301     0.7148     0.2499   -13.1827     2.1624     0.3561
    1.0572    -1.6615     1.9783    -1.5803    -1.0249     0.7206     0.2524   -12.1634     2.1550     0.3530
    1.0568    -1.6672     1.9814    -1.5743    -1.0413     0.7270     0.2462   -16.9134     2.1579     0.3553
    1.0499    -1.6729     1.9729    -1.5945    -1.0232     0.7288     0.2642   -11.6834     2.1349     0.3357
    1.0528    -1.6631     1.9670    -1.5954    -1.0193     0.7213     0.2595   -13.2159     2.1455     0.3462
    1.0670    -1.6607     1.9664    -1.6130    -1.0260     0.7425     0.2687   -13.2000     2.1131     0.3112
    1.0663    -1.6532     1.9622    -1.6255    -0.9960     0.7357     0.2834   -16.8884     2.1004     0.3133
    1.0732    -1.6596     1.9729    -1.5933    -1.0392     0.7445     0.2565   -13.8952     2.1344     0.3376
    1.0799    -1.6488     1.9639    -1.6266    -1.0113     0.7379     0.2893   -16.9626     2.0943     0.3016
    1.0598    -1.6568     1.9697    -1.6006    -1.0090     0.7244     0.2677   -18.1049     2.1332     0.3339
    1.2771    -1.6386     2.0117    -1.5080   -14.6735     0.9925     0.0322   -16.9639     2.2011     0.3920
    1.2166    -1.6110     2.0110    -1.5094   -14.7133     0.8356     0.0515   -16.9566     2.2195     0.3992
    1.0528    -1.6556     1.9673    -1.6103    -0.9875     0.7134     0.2832   -13.0969     2.1233     0.3247
    1.0575    -1.6561     1.9717    -1.5967    -1.0082     0.7182     0.2692   -16.7556     2.1364     0.3354
    1.0537    -1.6645     1.9727    -1.5928    -1.0153     0.7224     0.2618   -16.9587     2.1422     0.3416
    1.0725    -1.6527     1.9702    -1.6010    -1.0202     0.7363     0.2641   -11.9382     2.1288     0.3320
    1.0461    -1.6666     1.9681    -1.6012    -1.0049     0.7127     0.2710   -12.9870     2.1362     0.3353
    1.0508    -1.6649     1.9701    -1.5904    -1.0224     0.7185     0.2595   -16.9485     2.1493     0.3483
    1.0437    -1.6672     1.9643    -1.6050    -0.9970     0.7104     0.2728   -14.3546     2.1396     0.3369
    1.0695    -1.6536     1.9597    -1.6299    -1.0004     0.7389     0.2835   -16.9429     2.0967     0.3092
    1.0408    -1.6668     1.9623    -1.6080    -0.9988     0.7051     0.2766   -11.2378     2.1373     0.3292
    1.0578    -1.6590     1.9679    -1.5997    -1.0123     0.7222     0.2643   -16.9534     2.1378     0.3381
    1.0493    -1.6700     1.9721    -1.5943    -1.0156     0.7237     0.2643   -14.3924     2.1400     0.3391
    1.0625    -1.6582     1.9682    -1.6060    -1.0125     0.7306     0.2725   -15.4519     2.1228     0.3266
    1.0522    -1.6650     1.9678    -1.6004    -1.0130     0.7215     0.2658   -12.9782     2.1359     0.3368
    1.3085    -1.5932     2.0114    -1.5092   -10.5885     0.9795     0.0337   -16.9632     2.1994     0.3806
    1.1730    -1.6874     2.0077    -1.5124   -12.4572     0.8861     0.0614   -16.6483     2.1962     0.3791
    1.0499    -1.6630     1.9722    -1.5922    -1.0034     0.7136     0.2650   -13.1094     2.1477     0.3464
    1.0567    -1.6584     1.9689    -1.5993    -1.0114     0.7206     0.2673   -11.9051     2.1362     0.3359
    1.0568    -1.6567     1.9694    -1.5999    -1.0033     0.7189     0.2674   -13.0606     2.1374     0.3359
    1.0591    -1.6604     1.9718    -1.5956    -1.0199     0.7262     0.2619   -16.9369     2.1358     0.3362
    1.0523    -1.6620     1.9768    -1.5822    -1.0169     0.7115     0.2573   -14.2211     2.1572     0.3518
    1.0584    -1.6571     1.9795    -1.5825    -1.0198     0.7194     0.2610   -11.9750     2.1466     0.3454
    1.0418    -1.6691     1.9644    -1.6032    -1.0054     0.7088     0.2720   -11.8800     2.1402     0.3354
    1.0892    -1.6341     1.9676    -1.6128    -1.0163     0.7396     0.2762   -16.9449     2.1070     0.3178
    1.3289    -1.5994     2.0147    -1.5052   -13.8960     1.0265     0.0075   -16.9551     2.2127     0.4171
    1.0694    -1.6480     1.9620    -1.6246    -0.9920     0.7317     0.2848   -16.8786     2.1040     0.3158
    1.0470    -1.6745     1.9716    -1.5880    -1.0272     0.7225     0.2536   -16.9245     2.1537     0.3506
    1.0555    -1.6582     1.9691    -1.6008    -1.0071     0.7186     0.2709   -16.9667     2.1335     0.3327
    1.0893    -1.6360     1.9690    -1.6152    -1.0118     0.7432     0.2790   -13.1804     2.1019     0.3149
    1.0562    -1.6657     1.9812    -1.5757    -1.0359     0.7246     0.2488   -13.7709     2.1560     0.3538
    1.0606    -1.6588     1.9732    -1.5896    -1.0238     0.7264     0.2556   -16.9072     2.1465     0.3430
    1.0762    -1.6477     1.9612    -1.6264    -1.0036     0.7392     0.2825   -16.9713     2.0995     0.3108
    1.0679    -1.6571     1.9572    -1.6225    -1.0114     0.7396     0.2725   -13.1758     2.1134     0.3209
    1.0587    -1.6670     1.9779    -1.5786    -1.0428     0.7296     0.2451   -16.6017     2.1568     0.3528
    1.0438    -1.6625     1.9601    -1.6129    -0.9807     0.7089     0.2784   -12.9083     2.1359     0.3357
    1.0511    -1.6659     1.9761    -1.5873    -1.0161     0.7208     0.2627   -16.9550     2.1448     0.3448
    1.0546    -1.6642     1.9677    -1.6061    -1.0099     0.7248     0.2742   -16.9384     2.1252     0.3267
    1.0697    -1.6518     1.9663    -1.6071    -1.0152     0.7324     0.2677   -18.4170     2.1248     0.3286
    1.0702    -1.6539     1.9643    -1.6117    -1.0107     0.7392     0.2674   -14.4524     2.1216     0.3282
    1.0547    -1.6663     1.9763    -1.5834    -1.0342     0.7251     0.2522   -11.6119     2.1497     0.3475
    1.0475    -1.6687     1.9680    -1.5995    -1.0107     0.7203     0.2672   -16.7555     2.1373     0.3386
    1.0427    -1.6690     1.9582    -1.6128    -0.9974     0.7130     0.2713   -16.9054     2.1353     0.3356
    1.0566    -1.6588     1.9648    -1.6065    -1.0010     0.7200     0.2686   -18.2464     2.1351     0.3345
    1.0715    -1.6521     1.9635    -1.6189    -1.0060     0.7396     0.2743   -12.4099     2.1095     0.3186
    1.0483    -1.6680     1.9640    -1.6092    -1.0010     0.7233     0.2719   -16.8790     2.1287     0.3328
    1.0888    -1.6372     1.9657    -1.6185    -1.0135     0.7417     0.2804   -16.9687     2.1024     0.3128
    1.0813    -1.6460     1.9630    -1.6273    -1.0034     0.7430     0.2839   -13.2705     2.0961     0.3085
    1.0563    -1.6625     1.9655    -1.6114    -1.0107     0.7257     0.2773   -16.9495     2.1186     0.3195
    1.0655    -1.6541     1.9603    -1.6246    -1.0021     0.7325     0.2834   -12.9646     2.1041     0.3140
    1.0490    -1.6733     1.9734    -1.5906    -1.0200     0.7270     0.2599   -16.9039     2.1446     0.3438
    1.2533    -1.6199     2.0073    -1.5119   -12.8593     0.9238     0.0261   -12.6923     2.2225     0.4184
    1.0754    -1.6467     1.9651    -1.6183    -1.0118     0.7382     0.2792   -13.7184     2.1026     0.3134
    1.0579    -1.6634     1.9705    -1.5992    -1.0170     0.7280     0.2673   -16.6364     2.1324     0.3332
    1.0470    -1.6705     1.9734    -1.5916    -1.0100     0.7209     0.2639   -16.9352     2.1449     0.3442
    1.0592    -1.6576     1.9659    -1.6063    -1.0092     0.7238     0.2692   -16.9259     2.1285     0.3306
    1.0604    -1.6606     1.9689    -1.5998    -1.0174     0.7296     0.2665   -11.9938     2.1331     0.3354
    1.0507    -1.6589     1.9693    -1.5956    -1.0011     0.7105     0.2661   -16.9557     2.1461     0.3448
    1.0710    -1.6528     1.9723    -1.5976    -1.0197     0.7342     0.2632   -11.8419     2.1316     0.3338
    1.2180    -1.6439     2.0075    -1.5127   -12.1453     0.8957     0.0726   -20.7161     2.1884     0.3591
    1.0556    -1.6552     1.9739    -1.5894    -1.0044     0.7107     0.2650   -16.9400     2.1501     0.3459
    1.0446    -1.6636     1.9695    -1.5981    -0.9968     0.7094     0.2720   -15.4044     2.1404     0.3402
    1.0584    -1.6563     1.9718    -1.5960    -1.0162     0.7215     0.2663   -16.9692     2.1359     0.3325
    1.0561    -1.6565     1.9729    -1.5922    -1.0042     0.7133     0.2644   -13.2508     2.1474     0.3433
    1.0508    -1.6644     1.9690    -1.5962    -1.0101     0.7210     0.2623   -19.3911     2.1431     0.3437
    1.0505    -1.6641     1.9669    -1.6027    -1.0036     0.7180     0.2708   -16.9222     2.1363     0.3357
    1.0517    -1.6580     1.9682    -1.5972    -0.9987     0.7079     0.2645   -16.4928     2.1486     0.3438
    1.0719    -1.6501     1.9564    -1.6319    -1.0010     0.7413     0.2810   -11.6844     2.0972     0.3126
    1.0692    -1.6532     1.9708    -1.5979    -1.0202     0.7309     0.2638   -16.8083     2.1330     0.3362
    1.0625    -1.6591     1.9686    -1.6053    -1.0100     0.7304     0.2698   -16.8308     2.1262     0.3289
    1.1448    -1.6891     1.9868    -1.5326   -16.9444     0.8424     0.1078   -23.3943     2.1735     0.3467
    1.0711    -1.6502     1.9609    -1.6335    -0.9871     0.7396     0.2867   -16.9220     2.0923     0.3095
    1.0493    -1.6692     1.9684    -1.5947    -1.0170     0.7207     0.2604   -16.9293     2.1474     0.3444
    1.0667    -1.6524     1.9608    -1.6310    -0.9860     0.7369     0.2854   -16.9262     2.0970     0.3131
    1.0770    -1.6479     1.9751    -1.5930    -1.0276     0.7378     0.2613   -11.2959     2.1313     0.3357
    1.0449    -1.6682     1.9678    -1.6012    -1.0027     0.7143     0.2715   -11.2688     2.1380     0.3356
    1.0723    -1.6537     1.9671    -1.6061    -1.0204     0.7390     0.2664   -16.6688     2.1233     0.3289
    1.0544    -1.6558     1.9698    -1.5973    -1.0072     0.7140     0.2671   -11.7814     2.1402     0.3360
    1.0538    -1.6555     1.9661    -1.6077    -0.9845     0.7135     0.2751   -11.3554     2.1339     0.3345
    1.0698    -1.6549     1.9651    -1.6088    -1.0151     0.7374     0.2670   -16.9076     2.1243     0.3297
    1.0521    -1.6632     1.9568    -1.6112    -1.0062     0.7208     0.2680   -14.4651     2.1375     0.3399
    1.0446    -1.6705     1.9535    -1.6112    -1.0079     0.7163     0.2623   -11.9588     2.1469     0.3445
    1.0671    -1.6517     1.9715    -1.5981    -1.0127     0.7271     0.2639   -18.1472     2.1345     0.3347
    1.0541    -1.6617     1.9751    -1.5814    -1.0210     0.7135     0.2508   -16.9102     2.1621     0.3582
    1.0516    -1.6616     1.9712    -1.5875    -1.0152     0.7110     0.2583   -11.7909     2.1569     0.3537
